Index,geohash,day,timestamp,demand,RoadType,NumberofLanes,LargeVehicles,Landmarks,Temperature,Weather
72,qp03ny,48,0:0,0.0217606352242184,Residential,1,Not Allowed,No,17.070180941097277,Foggy
73,qp03pq,48,0:0,0.0101306990881377,Residential,2,Not Allowed,Yes,22.967083156816344,Sunny
74,qp03pw,48,0:0,0.0105134664743811,Residential,3,Allowed,Yes,15.33358063881723,Foggy
75,qp03py,48,0:0,0.0146997015596842,Residential,2,Not Allowed,Yes,12.834082295529926,Rainy
76,qp090n,48,0:0,0.0078983055805692,Residential,3,Allowed,Yes,12.518268908591995,Rainy
77,qp090q,48,0:0,0.0078025245726464,Residential,2,Not Allowed,Yes,24.696448511453994,Sunny
78,qp090w,48,0:0,0.0149851055718371,Residential,1,Not Allowed,No,-3.201481073562725,Snowy
79,qp091q,48,0:0,0.0106416363125979,Residential,2,Not Allowed,Yes,13.760743871548346,Rainy
80,qp091y,48,0:0,0.0025202323365444,Residential,3,Allowed,Yes,18.651917745516258,Foggy
81,qp094n,48,0:0,0.0640961209115792,Residential,2,Not Allowed,Yes,24.776188615931204,Sunny
82,qp094q,48,0:0,0.0773296051129645,Residential,1,Not Allowed,No,13.137448203992989,Rainy
83,qp094y,48,0:0,0.0249798256872105,Residential,1,Not Allowed,No,28.345252975071993,Sunny
84,qp095n,48,0:0,0.0096343662928541,Residential,2,Not Allowed,Yes,14.059560084163358,Foggy
85,qp095q,48,0:0,0.0891386484086912,Residential,1,Not Allowed,No,16.601203909829355,Foggy
86,qp095w,48,0:0,0.0787140659983864,Residential,3,Allowed,Yes,13.77818461582946,Rainy
87,qp095y,48,0:0,0.0093036287212057,Residential,1,Not Allowed,No,11.170086893455158,Rainy
88,qp09hn,48,0:0,0.0073803595597292,Residential,3,Allowed,Yes,19.77047394943787,Sunny
89,qp09hq,48,0:0,0.0098706099070967,Residential,1,Not Allowed,No,4.4271616738757675,Snowy
90,qp09hy,48,0:0,0.0380947508965134,Residential,3,Allowed,Yes,7.675975021500081,Rainy
91,qp09jq,48,0:0,0.1043509874386532,Residential,2,Not Allowed,Yes,13.1379564815339,Rainy
92,qp03jr,48,0:0,0.0009032998982759,Residential,3,Allowed,Yes,13.242242892146471,Rainy
93,qp03jx,48,0:0,0.0124620342846438,Residential,1,Not Allowed,No,,Sunny
94,qp03nx,48,0:0,0.0313254291766857,Residential,2,Not Allowed,Yes,17.045459263007857,Foggy
95,qp03nz,48,0:0,0.0735736617247824,Residential,3,Allowed,Yes,26.433083266679915,Sunny
96,qp03pp,48,0:0,0.0334086670471249,Residential,1,Not Allowed,No,27.41759356333964,Sunny
97,qp03pr,48,0:0,0.0759339816366685,Residential,3,Allowed,Yes,20.290262278504656,
98,qp03px,48,0:0,0.0344768452400494,Residential,1,Not Allowed,No,10.094868088075675,Rainy
99,qp03pz,48,0:0,0.0188995942686765,Residential,3,Allowed,Yes,8.267343974598834,Rainy
100,qp090p,48,0:0,0.0028529547653869,Residential,1,Not Allowed,No,13.94277417834783,Rainy
101,qp090r,48,0:0,0.0002359971465186,Residential,3,Allowed,Yes,16.091882430784896,Foggy
102,qp090x,48,0:0,0.018841491155715,Residential,3,Allowed,Yes,8.634276447286915,Rainy
103,qp091z,48,0:0,0.0310672244089177,Residential,2,Not Allowed,Yes,24.761379619926373,Sunny
104,qp094p,48,0:0,0.0193213910518489,Residential,3,Allowed,Yes,14.49056474957824,Foggy
105,qp094r,48,0:0,0.2205765733158165,Street,1,Not Allowed,Yes,24.977695029281442,Sunny
106,qp094x,48,0:0,0.0790359605904772,Residential,2,Not Allowed,Yes,15.577556506644093,Foggy
107,qp094z,48,0:0,0.0127643837867669,Residential,2,Not Allowed,Yes,16.706107803250095,Foggy
108,qp095r,48,0:0,0.1100937186469649,Residential,3,Allowed,Yes,17.002460101600605,Foggy
109,qp095x,48,0:0,0.0392264585611094,Residential,1,Not Allowed,No,5.511214422507402,Snowy
110,qp095z,48,0:0,0.008519356495351,Residential,2,Not Allowed,Yes,16.214132345485993,Foggy
111,qp09hp,48,0:0,0.0065813522867585,Residential,1,Not Allowed,No,26.679584570371002,Sunny
112,qp09hr,48,0:0,1.3729222259441756e-05,Residential,3,Allowed,Yes,17.769475595138587,Foggy
113,qp09jp,48,0:0,0.0341568801493187,Residential,1,Not Allowed,No,4.676950391218972,Snowy
114,qp03m2,48,0:0,0.0016988155268486,Residential,2,Not Allowed,Yes,18.443853009045725,Foggy
115,qp03mb,48,0:0,0.0254457346714852,Residential,2,Not Allowed,Yes,20.145781608060624,Sunny
116,qp03q0,48,0:0,0.011307898425588,Residential,1,Not Allowed,No,23.756889967151544,Sunny
117,qp03q2,48,0:0,0.0243690266638168,Residential,3,Allowed,Yes,29.43178803724542,Sunny
118,qp03q8,48,0:0,0.0332647701029937,Residential,3,Allowed,Yes,18.435621913693513,Foggy
119,qp03qb,48,0:0,0.0378224671608451,Residential,2,Not Allowed,Yes,22.14733984186143,Sunny
120,qp03r0,48,0:0,0.0322491055490283,Residential,3,Allowed,Yes,34.40757527788561,Sunny
121,qp03r2,48,0:0,0.1207021894972487,Residential,2,Not Allowed,Yes,16.251660157519197,Foggy
122,qp03r8,48,0:0,0.0165892729686371,Residential,2,Not Allowed,Yes,11.206771339854832,Rainy
123,qp0920,48,0:0,0.0214943644598039,Residential,3,Allowed,Yes,25.380536345865316,Sunny
124,qp0922,48,0:0,0.0066036734175364,Residential,2,Not Allowed,Yes,,Foggy
125,qp0928,48,0:0,0.0387115053942447,Residential,2,Not Allowed,Yes,5.627777006393272,Snowy
126,qp093b,48,0:0,0.0121045914886123,Residential,3,Allowed,Yes,22.43773777114245,Sunny
127,qp0962,48,0:0,0.0767498221116265,Residential,2,Not Allowed,Yes,13.618763814342959,Rainy
128,qp096b,48,0:0,0.0373980628791777,Residential,1,Not Allowed,No,18.008568596453056,Foggy
129,qp0970,48,0:0,0.0350334476829627,,2,Not Allowed,Yes,20.468298448497407,Sunny
130,qp0972,48,0:0,0.0606419448409315,Residential,1,Not Allowed,No,19.55263542853234,Sunny
131,qp097b,48,0:0,0.001249008881046,Residential,3,Allowed,Yes,20.92216486027303,Sunny
132,qp09k2,48,0:0,0.0873774290946747,Residential,2,Not Allowed,Yes,16.85507401499071,Foggy
133,qp09m0,48,0:0,0.010050437901404,Residential,1,Not Allowed,No,26.478893224925066,Sunny
134,qp09m2,48,0:0,0.0369235429511076,Residential,2,Not Allowed,Yes,12.234549741956556,Rainy
135,qp03m3,48,0:0,0.0103321920968163,Residential,2,Not Allowed,Yes,16.81078731078643,Foggy
136,qp03q1,48,0:0,0.0115040011214674,Residential,3,Allowed,Yes,7.947022255650017,Rainy
137,qp03q3,48,0:0,0.0561827376706522,Residential,1,Not Allowed,No,20.281210176362446,Sunny
138,qp03q9,48,0:0,0.0614068757172251,Residential,1,Not Allowed,No,13.254865173530053,Rainy
139,qp03qc,48,0:0,0.0683897778865558,Residential,2,Not Allowed,Yes,22.34348806020275,Sunny
140,qp03r1,48,0:0,0.0728134376086571,Residential,1,Not Allowed,No,18.93175051979006,Foggy
141,qp03r3,48,0:0,0.035128713388216,Residential,2,Not Allowed,Yes,18.48355770572435,Foggy
142,qp03r9,48,0:0,0.0303092760974907,Residential,2,Not Allowed,Yes,10.919863631004343,Rainy
143,qp0921,48,0:0,0.0213925996399892,Residential,1,Not Allowed,No,23.121443900294345,Sunny
144,qp0923,48,0:0,0.0040666248609461,Residential,3,Allowed,Yes,17.763753413195232,Foggy
145,qp0929,48,0:0,0.0178557621874833,Residential,3,Allowed,Yes,22.663229023834376,Sunny
146,qp093c,48,0:0,0.0155110583037871,Residential,1,Not Allowed,No,20.944067839928103,Sunny
147,qp0961,48,0:0,0.0849811991276216,Residential,1,Not Allowed,No,19.451963772622825,Sunny
148,qp0963,48,0:0,0.0395024959580542,Residential,3,Allowed,Yes,15.719860284720513,Foggy
149,qp0969,48,0:0,0.0124713462292787,Residential,1,Not Allowed,No,14.296623466512887,Foggy
150,qp096c,48,0:0,0.0282428632681169,Residential,1,Not Allowed,No,13.977936160694954,Rainy
151,qp0971,48,0:0,0.0023061595525716,Residential,3,Allowed,Yes,23.466841060102094,Sunny
152,qp097c,48,0:0,0.0729675217184079,Residential,2,Not Allowed,Yes,16.659267402472004,Foggy
153,qp09k1,48,0:0,0.0134426283068838,Residential,3,Allowed,Yes,18.12886485665768,Foggy
154,qp09k3,48,0:0,0.0539867512985063,Residential,1,Not Allowed,No,18.3061166445709,Foggy
155,qp09k9,48,0:0,0.0112945589656237,Residential,1,Not Allowed,No,,Foggy
156,qp09kc,48,0:0,0.0241868699745759,Residential,3,Allowed,Yes,17.985628682858938,Foggy
157,qp03m6,48,0:0,0.0069606754411182,Residential,3,Allowed,Yes,22.21630406616221,Sunny
158,qp03mf,48,0:0,0.0095581320625894,Residential,3,Allowed,Yes,16.255609581754,Foggy
159,qp03q6,48,0:0,0.027035897063655,Residential,1,Not Allowed,No,5.792314373629509,Snowy
160,qp03qd,48,0:0,0.0407761089757612,Residential,2,Not Allowed,Yes,15.498359865475763,Foggy
161,qp03qf,48,0:0,0.1996745256928732,Residential,3,Allowed,Yes,6.186266453357494,Snowy
162,qp03r4,48,0:0,0.0538378671884831,Residential,3,Allowed,Yes,19.80653413673142,Sunny
163,qp03r6,48,0:0,0.0542937711681494,Residential,3,Allowed,Yes,15.283209321203312,Foggy
164,qp03rd,48,0:0,0.0234481800335407,Residential,1,Not Allowed,No,15.429142468665045,Foggy
165,qp03rf,48,0:0,0.0354435097946812,Residential,2,Not Allowed,Yes,25.19935604436577,Sunny
166,qp0924,48,0:0,0.0332214971139807,Residential,2,Not Allowed,Yes,14.950952418493904,Foggy
167,qp0926,48,0:0,0.0345015808385375,Residential,2,Not Allowed,Yes,18.819223255588835,Foggy
168,qp092d,48,0:0,0.0052123282001123,Residential,3,Allowed,Yes,19.247274402898853,Sunny
169,qp096f,48,0:0,0.1108605064609694,Residential,1,Not Allowed,No,29.468372318682597,Sunny
170,qp0974,48,0:0,0.0576421683418079,Residential,1,Not Allowed,No,7.303705430534807,Rainy
171,qp0976,48,0:0,0.0390109339231777,Residential,2,Not Allowed,Yes,9.994762156599776,Rainy
172,qp097d,48,0:0,0.0083620841334738,Residential,3,Allowed,Yes,26.29580093959528,Sunny
173,qp097f,48,0:0,0.0248749649728928,Residential,3,Allowed,Yes,30.385850822953078,Sunny
174,qp09k4,48,0:0,0.0046374248026519,Residential,3,Allowed,Yes,24.97075288619405,Sunny
175,qp03m7,48,0:0,0.0056348943959223,Residential,1,Not Allowed,No,17.858140438152898,Foggy
176,qp03me,48,0:0,0.0219254386975729,Residential,2,Not Allowed,Yes,3.027670517677711,Snowy
177,qp03mg,48,0:0,0.0450463909602604,Residential,1,Not Allowed,No,14.49465898450138,Foggy
178,qp03q5,48,0:0,0.0065486090250102,Residential,3,Allowed,Yes,12.131586677090741,Rainy
179,qp03q7,48,0:0,0.0143576397958104,Residential,3,Allowed,Yes,10.718778185014884,Rainy
180,qp03qe,48,0:0,0.0380418347854909,Residential,2,Not Allowed,Yes,6.084655815139643,Snowy
181,qp03qg,48,0:0,0.2043134809071557,Residential,2,Not Allowed,Yes,4.929041361179925,Snowy
182,qp03r5,48,0:0,0.0055879755168558,Residential,1,Not Allowed,No,9.512780847074765,Rainy
183,qp03re,48,0:0,0.0702080745869524,Residential,2,Not Allowed,Yes,9.853912279730233,Rainy
184,qp03rg,48,0:0,0.0176179045458249,Residential,3,Allowed,Yes,9.177752285429985,Rainy
185,qp0925,48,0:0,0.1365245793782895,Residential,1,Not Allowed,No,7.019048232761621,Rainy
186,qp0927,48,0:0,0.0409180199996247,Residential,1,Not Allowed,No,,Sunny
187,qp092e,48,0:0,0.0076442704823248,Residential,3,Allowed,Yes,3.103075063374513,Snowy
188,qp093g,48,0:0,0.0092905561455269,Residential,1,Not Allowed,No,17.32809214670426,Foggy
189,qp096g,48,0:0,0.0302516091013324,Residential,1,Not Allowed,No,6.0913523475482005,Snowy
190,qp0975,48,0:0,0.1268547183684049,Residential,2,Not Allowed,Yes,29.09591424425901,Sunny
191,qp0977,48,0:0,0.015076729226163,Residential,2,Not Allowed,Yes,18.107477146225875,Foggy
192,qp097e,48,0:0,0.0796496105614865,Residential,2,Not Allowed,Yes,21.951360943772656,Sunny
193,qp097g,48,0:0,0.0659133072573715,Residential,3,Allowed,Yes,17.590914234056655,Foggy
194,qp09ke,48,0:0,0.0626975237579289,Residential,3,Allowed,Yes,12.675769658795385,
195,qp03ms,48,0:0,0.0048127618926722,Residential,2,Not Allowed,Yes,10.13087749151984,Rainy
196,qp03mu,48,0:0,0.0094345285352567,Residential,2,Not Allowed,Yes,12.957099396209706,Rainy
197,qp03qh,48,0:0,0.0340722581107543,Residential,3,Allowed,Yes,21.107602669199327,Sunny
198,qp03qs,48,0:0,0.088938325100275,Residential,2,Not Allowed,Yes,12.994433660372781,Rainy
199,qp03qu,48,0:0,0.110981786004845,Residential,3,Allowed,Yes,23.074994639261032,Sunny
200,qp03rh,48,0:0,0.0258448121504432,Residential,1,Not Allowed,No,16.628701336580995,Foggy
201,qp03rk,48,0:0,0.01163727134232,Residential,1,Not Allowed,No,8.010912920289089,Rainy
202,qp03rs,48,0:0,0.0210694536923014,Residential,2,Not Allowed,Yes,30.564917412658772,Sunny
203,qp03ru,48,0:0,0.0525315047856449,Residential,1,Not Allowed,No,17.67407089885972,Foggy
204,qp092h,48,0:0,0.0796276590824148,Residential,3,Allowed,Yes,19.657550207923105,Sunny
205,qp092k,48,0:0,0.1024263538004366,Residential,2,Not Allowed,Yes,31.358509029189726,Sunny
206,qp092s,48,0:0,0.0251496677180964,Residential,2,Not Allowed,Yes,5.768151845547916,Snowy
207,qp093u,48,0:0,0.0135945979162234,Residential,2,Not Allowed,Yes,18.9195415330777,Foggy
208,qp096s,48,0:0,0.0644828113500249,Residential,3,Allowed,Yes,19.63982782186713,Sunny
209,qp096u,48,0:0,0.2911815045041754,Street,1,Not Allowed,Yes,29.41526221571253,Sunny
210,qp097h,48,0:0,0.0149057684544939,Residential,1,Not Allowed,No,8.903490848116837,Rainy
211,qp097k,48,0:0,0.0256513614821533,Residential,2,Not Allowed,Yes,20.483523924353698,Sunny
212,qp097s,48,0:0,0.1557021683725256,Residential,1,Not Allowed,No,19.640812985329017,Sunny
213,qp097u,48,0:0,0.1148001428220478,Residential,2,Not Allowed,Yes,28.255753769489147,Sunny
214,qp03mt,48,0:0,0.0119710973584083,Residential,3,Allowed,Yes,16.532329472892602,Foggy
215,qp03mv,48,0:0,0.0217279886456423,Residential,2,Not Allowed,Yes,23.003113862611958,Sunny
216,qp03qj,48,0:0,0.0628108124590325,Residential,2,Not Allowed,Yes,19.262764378455216,Sunny
217,qp03qm,48,0:0,0.0837839865967221,Residential,2,Not Allowed,Yes,,Foggy
218,qp03qv,48,0:0,0.0356554954733289,Residential,1,Not Allowed,No,29.946590624076606,Sunny
219,qp03rj,48,0:0,0.0173580846487541,Residential,2,Not Allowed,Yes,22.36692015298866,Sunny
220,qp03rm,48,0:0,0.0851547183579741,Residential,1,Not Allowed,No,14.431505404578235,Foggy
221,qp03rt,48,0:0,0.054916395326582,Residential,1,Not Allowed,No,13.33354648769302,Rainy
222,qp03rv,48,0:0,0.0660121006138062,Residential,3,Allowed,Yes,4.383973216831954,Snowy
223,qp092j,48,0:0,0.1416981528885059,Residential,2,Not Allowed,Yes,22.51198087077247,Sunny
224,qp092m,48,0:0,0.1108092142117486,Residential,1,Not Allowed,No,13.366061165829565,Rainy
225,qp092t,48,0:0,0.0383741414680057,Residential,3,Allowed,Yes,11.938927811400667,Rainy
226,qp093v,48,0:0,0.0578131312277213,Residential,2,Not Allowed,Yes,15.99464608229734,Foggy
227,qp096j,48,0:0,0.052872296289592,Residential,1,Not Allowed,No,6.942502281123787,Snowy
228,qp096m,48,0:0,0.0117479956341573,Residential,2,Not Allowed,Yes,-1.3815162439229418,Snowy
229,qp096t,48,0:0,0.1275810368228341,Residential,3,Allowed,Yes,19.696594270703013,Sunny
230,qp096v,48,0:0,0.3449223338263669,Street,1,Not Allowed,Yes,22.361678028160263,Sunny
231,qp097j,48,0:0,0.0102095230386381,Residential,3,Allowed,Yes,10.84170204674541,Rainy
232,qp097t,48,0:0,0.0424808111673515,Residential,2,Not Allowed,Yes,22.19387043615452,Sunny
233,qp097v,48,0:0,0.0916093884798723,Residential,2,Not Allowed,Yes,15.697766942003238,Foggy
234,qp09km,48,0:0,0.0005282070021073,Residential,1,Not Allowed,No,20.620856774985942,Sunny
235,qp09kt,48,0:0,0.0329752219768582,Residential,1,Not Allowed,No,25.65023662262197,Sunny
236,qp09kv,48,0:0,0.1436473516733327,Residential,3,Allowed,Yes,17.743605672685952,Foggy
237,qp09mj,48,0:0,0.0013333344322436,Residential,2,Not Allowed,Yes,8.998132144866464,Rainy
238,qp09mt,48,0:0,0.0222395080866392,Residential,3,Allowed,Yes,14.320157315568185,Foggy
239,qp03mw,48,0:0,0.0199811575663015,Residential,1,Not Allowed,No,7.220581469271432,Rainy
240,qp03my,48,0:0,0.0281275867309801,Residential,3,Allowed,Yes,15.127200426731868,Foggy
241,qp03qq,48,0:0,0.001805073993473,Residential,1,Not Allowed,No,13.416956553230392,Rainy
242,qp03qy,48,0:0,0.0248150552758809,Residential,2,Not Allowed,Yes,9.727462109327572,Rainy
243,qp03rn,48,0:0,0.0099694921616887,Residential,2,Not Allowed,Yes,23.28785213348378,Sunny
244,qp03rq,48,0:0,0.0205241922060966,Residential,2,Not Allowed,Yes,25.399901298588215,Sunny
245,qp03rw,48,0:0,0.0511317065711074,Residential,3,Allowed,Yes,4.524413811591673,Snowy
246,qp03ry,48,0:0,0.0811625215591179,Residential,2,Not Allowed,Yes,30.560932224972635,Sunny
247,qp092n,48,0:0,0.130697386033932,Residential,2,Not Allowed,Yes,9.294562659628905,Rainy
248,qp092q,48,0:0,0.0765773413314901,Residential,1,Not Allowed,No,,Foggy
249,qp092w,48,0:0,0.0462459878988047,Residential,1,Not Allowed,No,25.972059072547335,Sunny
250,qp093w,48,0:0,0.061338392548788,Residential,2,Not Allowed,Yes,20.963007835682156,Sunny
251,qp093y,48,0:0,0.0238866887802453,Residential,3,Allowed,Yes,8.336457579577347,Rainy
252,qp096n,48,0:0,0.0598871924396265,Residential,1,Not Allowed,No,11.58609869565564,Rainy
253,qp096q,48,0:0,0.2909818870319275,Street,1,Not Allowed,Yes,14.270987074003179,Foggy
254,qp096w,48,0:0,0.1587351697625036,Residential,2,Not Allowed,Yes,24.443869472913555,Sunny
255,qp096y,48,0:0,0.1484795532341393,Residential,1,Not Allowed,No,20.57688307109093,Sunny
256,qp097n,48,0:0,0.0057447979972763,Residential,2,Not Allowed,Yes,29.01262623622537,Sunny
257,qp097w,48,0:0,2.4802583133528963e-05,Residential,3,Allowed,Yes,26.651807581313104,Sunny
258,qp097y,48,0:0,0.1096289837031623,,1,Not Allowed,No,20.21343914823202,Sunny
259,qp09kn,48,0:0,0.0335094995433707,Residential,3,Allowed,Yes,18.945966579288516,Foggy
260,qp09kw,48,0:0,0.0045529693081684,Residential,3,Allowed,Yes,8.99431345425824,Rainy
261,qp09mn,48,0:0,0.0019815547728964,Residential,3,Allowed,Yes,9.20597034666315,Rainy
262,qp09mw,48,0:0,0.0140470730871525,Residential,2,Not Allowed,Yes,2.864057498314992,Snowy
263,qp03mz,48,0:0,0.0350705159276689,Residential,2,Not Allowed,Yes,9.589833919096133,Rainy
264,qp03qz,48,0:0,0.0027058333408487,Residential,2,Not Allowed,Yes,17.54658297846148,Foggy
265,qp03rp,48,0:0,0.0148066779826273,Residential,1,Not Allowed,No,6.788944113930201,Snowy
266,qp03rr,48,0:0,0.057414635809916,Residential,3,Allowed,Yes,22.808176488628053,Sunny
267,qp03rx,48,0:0,0.0638399803451087,Residential,2,Not Allowed,Yes,11.770452260033036,Rainy
268,qp03rz,48,0:0,0.0497634172622067,Residential,3,Allowed,Yes,20.823220203029308,Sunny
269,qp092p,48,0:0,0.0481529338054022,Residential,3,Allowed,Yes,12.29294855618562,Rainy
270,qp092r,48,0:0,0.025656631055157,Residential,1,Not Allowed,No,12.25465340135369,Rainy
271,qp092x,48,0:0,0.0486213734424055,Residential,2,Not Allowed,Yes,13.335290454658207,Rainy
272,qp093p,48,0:0,0.0240880419971148,Residential,2,Not Allowed,Yes,19.77559919295771,Sunny
